Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,Month,Year,Day,Day_of_Week,Age_Range,Total_Spend,Total_Purchase
Graduation,Divorced,1,0,77,9,1,24,2,1,2,3,3,0,3,6,0,0,0,0,0,0,0,SP,29819.0,Oct,2013,24,Thur,50-59,39,9
Graduation,Single,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP,81217.0,Jul,2013,19,Fri,30-39,1157,22
Graduation,Single,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,SP,81217.0,Jul,2013,19,Fri,30-39,1157,22
Graduation,Single,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,26095.0,Jun,2013,30,Sun,30-39,42,5
2n Cycle,Divorced,0,0,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,1,0,CA,65706.0,Jun,2013,28,Fri,50-59,1199,27
Graduation,Divorced,1,0,77,3,1,3,8,0,5,1,1,0,2,7,0,0,0,0,0,0,0,SA,31859.0,Jun,2013,14,Fri,40-49,20,4
PhD,Married,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,SP,93027.0,Apr,2013,13,Sat,80-89,2119,22
Graduation,Divorced,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,AUS,58710.0,Mar,2013,31,Sun,50-59,1185,31
Master,Together,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,SP,49618.0,Jan,2013,26,Sat,50-59,129,11
Master,Single,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,SP,58308.0,Jan,2013,12,Sat,50-59,900,15
Graduation,Married,1,2,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,1,SP,40800.0,Jan,2013,1,Tue,50-59,99,8
Graduation,Married,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP,18690.0,Dec,2012,28,Fri,60-69,60,5
Graduation,Married,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,GER,18690.0,Dec,2012,28,Fri,60-69,60,5
Graduation,Married,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,SP,18690.0,Dec,2012,28,Fri,60-69,60,5
Graduation,Together,1,1,77,53,8,17,13,0,21,3,2,2,2,7,0,0,0,0,0,0,0,IND,28087.0,Dec,2012,11,Tue,60-69,112,9
Graduation,Together,1,1,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,SA,75702.0,Aug,2012,29,Wed,50-59,1148,26
PhD,Together,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SA,32892.0,May,2014,25,Sun,50-59,46,8
PhD,Together,1,0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,SP,32892.0,May,2014,25,Sun,50-59,46,8
Master,Together,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,SP,89120.0,Mar,2014,17,Mon,60-69,1924,19
Graduation,Married,1,1,78,12,1,21,2,2,3,2,2,0,3,7,0,0,0,0,0,0,0,SA,27116.0,Mar,2014,2,Sun,60-69,41,7
Graduation,Single,1,0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,SA,46107.0,Feb,2014,10,Mon,30-39,125,7
PhD,Single,1,1,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,SP,54466.0,Feb,2014,9,Sun,40-49,16,4
Graduation,Single,0,1,78,89,15,89,34,42,5,1,4,1,6,4,0,0,0,0,0,0,0,CA,59686.0,Jan,2014,25,Sat,50-59,274,12
Graduation,Divorced,0,0,78,255,47,573,52,32,15,1,5,3,6,1,0,0,0,0,0,0,0,SA,82460.0,Dec,2013,2,Mon,70-79,974,15
PhD,Single,0,0,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,0,SP,76045.0,Nov,2013,15,Fri,60-69,1323,21
Graduation,Divorced,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP,83829.0,Oct,2013,8,Tue,40-49,1862,17
Graduation,Divorced,0,0,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,0,SP,83829.0,Oct,2013,8,Tue,40-49,1862,17
Master,Together,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,SP,32889.0,Sep,2013,6,Fri,50-59,55,9
Master,Divorced,1,0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,0,0,0,0,0,SA,33462.0,Aug,2013,7,Wed,40-49,54,6
Graduation,Divorced,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,SA,36627.0,Jul,2013,23,Tue,40-49,16,4
Graduation,Married,1,0,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,IND,28718.0,Jul,2013,13,Sat,80-89,57,7
Graduation,Married,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,SP,77981.0,May,2013,26,Sun,80-89,664,21
Graduation,Single,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,SP,60230.0,May,2013,20,Mon,60-69,1067,17
Graduation,Together,0,0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,0,SP,74918.0,Mar,2013,12,Tue,50-59,2047,21
Graduation,Single,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,SP,40464.0,Jan,2013,11,Fri,60-69,630,24
Master,Single,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,SP,64857.0,Nov,2012,23,Fri,60-69,1540,23
Master,Single,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,CA,64857.0,Nov,2012,23,Fri,60-69,1540,23
Graduation,Together,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP,63381.0,Oct,2012,5,Fri,60-69,1005,26
Graduation,Together,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,SP,63381.0,Oct,2012,5,Fri,60-69,1005,26
2n Cycle,Together,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SP,66664.0,Sep,2012,25,Tue,80-89,1289,19
2n Cycle,Together,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,SA,66664.0,Sep,2012,25,Tue,80-89,1289,19
Graduation,Single,1,1,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,0,SP,86358.0,Aug,2012,8,Wed,50-59,1722,18
Graduation,Married,1,0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,SA,41443.0,Apr,2014,1,Tue,40-49,482,20
PhD,Married,0,1,79,944,0,60,0,0,30,2,7,5,13,5,1,0,0,0,0,0,0,CA,57072.0,Jan,2014,24,Fri,60-69,1034,27
Graduation,Together,0,1,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,0,GER,54178.0,Jan,2014,21,Tue,50-59,194,10
PhD,Single,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,AUS,48767.0,Jan,2014,1,Wed,70-79,63,9
Master,Single,1,1,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,CA,51124.0,Dec,2013,18,Wed,60-69,43,6
Graduation,Single,1,0,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,US,43020.0,Nov,2013,30,Sat,50-59,223,12
Graduation,Single,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,IND,49980.0,Oct,2013,23,Wed,50-59,195,11
Graduation,Single,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,SP,72906.0,Sep,2013,17,Tue,60-69,1151,17
2n Cycle,Together,1,1,79,4,0,4,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,GER,25176.0,Aug,2013,10,Sat,40-49,13,4
Graduation,Together,0,0,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,1,0,SP,96876.0,Aug,2013,6,Tue,40-49,1941,24
2n Cycle,Married,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,GER,31086.0,May,2013,4,Sat,40-49,48,6
Graduation,Single,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,SP,24072.0,Apr,2013,16,Tue,30-39,23,4
Graduation,Divorced,0,0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,0,SP,76773.0,Feb,2013,25,Mon,60-69,1156,16
Graduation,Married,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,AUS,72190.0,Feb,2013,13,Wed,50-59,1947,16
PhD,Married,0,0,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,1,0,IND,83837.0,Dec,2012,16,Sun,70-79,1318,25
Graduation,Married,1,0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,0,SP,17345.0,Nov,2012,3,Sat,40-49,58,7
Master,Single,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,1,0,US,75154.0,Sep,2012,4,Tue,60-69,1143,16
Basic,Married,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,IND,28249.0,Jun,2014,15,Sun,60-69,43,6
Basic,Married,0,0,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,SP,28249.0,Jun,2014,15,Sun,60-69,43,6
Master,Married,0,0,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,IND,69661.0,May,2014,13,Tue,40-49,834,23
PhD,Together,1,0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,SA,27922.0,May,2014,10,Sat,40-49,41,6
Master,Together,0,1,80,33,8,10,2,10,3,2,2,1,3,4,0,0,0,0,0,0,0,SA,45903.0,Apr,2014,23,Wed,50-59,66,8
Master,Single,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,SP,36273.0,Apr,2014,16,Wed,40-49,76,8
Master,Married,0,1,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,0,SP,70777.0,Feb,2014,25,Tue,50-59,787,23
Graduation,Married,1,0,80,9,9,11,13,10,16,4,3,1,3,8,0,0,0,0,0,0,0,CA,17148.0,Jan,2014,28,Tue,40-49,68,11
Master,Together,0,1,80,742,28,152,25,9,57,2,6,8,10,4,0,0,0,0,0,0,0,GER,66476.0,Dec,2013,4,Wed,50-59,1013,26
Master,Married,1,0,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,US,45057.0,Dec,2013,1,Sun,40-49,50,6
Graduation,Married,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,SP,41120.0,Nov,2013,6,Wed,50-59,81,9
PhD,Single,0,0,80,81,11,50,3,2,39,1,1,3,4,2,0,0,0,0,0,0,0,AUS,52247.25135379061,Nov,2013,5,Tue,60-69,186,9
Master,Single,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,IND,19485.0,Sep,2013,24,Tue,30-39,10,4
PhD,Together,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,SP,21840.0,Jul,2013,21,Sun,30-39,27,5
2n Cycle,Single,1,0,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,SP,41473.0,Jun,2013,19,Wed,30-39,76,6
2n Cycle,Divorced,1,1,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,0,SP,31395.0,Mar,2013,23,Sat,60-69,64,10
PhD,Widow,0,1,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,1,0,SP,68117.0,Mar,2013,10,Sun,70-79,930,25
2n Cycle,Widow,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,SP,47682.0,Feb,2013,15,Fri,40-49,521,19
Master,Married,0,0,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,0,SP,83151.0,Feb,2013,10,Sun,80-89,2346,23
PhD,Divorced,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,SP,58086.0,Jan,2013,20,Sun,50-59,792,23
PhD,Together,0,0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,1,0,SP,84460.0,Jan,2013,4,Fri,60-69,523,22
Graduation,Single,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,SP,66565.0,Dec,2012,5,Wed,80-89,1065,19
Graduation,Divorced,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,SP,23910.0,Oct,2012,26,Fri,50-59,67,6
Graduation,Single,1,1,80,158,0,23,0,0,18,6,3,1,5,8,0,0,0,0,0,0,0,IND,35893.0,Oct,2012,15,Mon,50-59,199,15
Graduation,Divorced,1,0,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,US,71128.0,Oct,2012,6,Sat,40-49,1615,27
2n Cycle,Together,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,IND,38683.0,Oct,2012,4,Thur,30-39,341,17
Graduation,Married,1,0,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,US,37150.0,Sep,2012,11,Tue,50-59,467,21
Graduation,Married,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,SP,61064.0,Aug,2012,31,Fri,40-49,1080,28
PhD,Married,0,1,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,IND,51650.0,May,2014,11,Sun,40-49,191,10
Master,Together,0,1,81,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,0,SP,55249.0,Apr,2014,17,Thur,60-69,130,8
PhD,Single,1,1,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,1,0,IND,46854.0,Mar,2014,31,Mon,40-49,263,15
Basic,Married,0,0,81,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,0,SP,14421.0,Feb,2014,17,Mon,20-29,16,4
PhD,Together,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,GER,54132.0,Feb,2014,16,Sun,50-59,42,5
Graduation,Divorced,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,SP,153924.0,Feb,2014,7,Fri,40-49,6,0
Graduation,Married,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,SP,64813.0,Jan,2014,2,Thur,40-49,745,20
Master,Married,0,1,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,CA,61872.0,Dec,2013,13,Fri,50-59,573,21
Graduation,Married,0,1,81,270,31,88,11,48,22,3,3,2,10,4,0,0,0,0,0,0,0,IND,58025.0,Nov,2013,26,Tue,40-49,470,18
Master,Married,0,0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,SA,83790.0,Nov,2013,15,Fri,70-79,1615,25
Graduation,Together,1,0,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,AUS,34350.0,Oct,2013,19,Sat,40-49,48,5
PhD,Widow,1,1,81,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,0,SP,33438.0,Sep,2013,22,Sun,60-69,90,11
2n Cycle,Married,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,SP,21955.0,Sep,2013,7,Sat,30-39,55,8
PhD,Married,0,1,81,637,47,237,12,19,76,4,6,11,7,5,0,0,0,0,0,0,0,SP,60491.0,Sep,2013,6,Fri,50-59,1028,28
PhD,Married,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,SP,59304.0,Jul,2013,29,Mon,50-59,1048,28
Graduation,Married,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SP,34421.0,Jul,2013,1,Mon,40-49,30,4
Graduation,Married,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,SA,34421.0,Jul,2013,1,Mon,40-49,30,4
PhD,Single,1,2,81,14,0,3,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,IND,51411.0,May,2013,26,Sun,60-69,18,4
Graduation,Divorced,0,0,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,SP,71964.0,May,2013,20,Mon,60-69,1870,17
PhD,Together,1,2,81,986,36,168,16,0,108,7,11,3,4,7,0,0,0,0,0,1,0,SP,64504.0,Mar,2013,4,Mon,60-69,1314,25
Graduation,Married,0,1,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,0,SP,49678.0,Feb,2013,2,Sat,60-69,315,14
Master,Single,0,1,81,255,43,134,37,14,24,1,7,2,7,7,0,0,0,0,0,0,0,SA,60482.0,Jan,2013,23,Wed,40-49,507,17
PhD,Single,0,1,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,SA,55260.0,Dec,2012,12,Wed,80-89,1139,25
Master,Widow,0,1,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,0,SP,67369.0,Nov,2012,17,Sat,50-59,1461,25
Master,Together,1,1,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,1,0,SA,47175.0,Oct,2012,28,Sun,80-89,240,17
Graduation,Divorced,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,US,68743.0,Aug,2012,30,Thur,50-59,2074,30
PhD,Together,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,1,0,SP,56937.0,Aug,2012,4,Sat,40-49,906,30
Graduation,Together,1,0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,SA,83033.0,May,2014,18,Sun,30-39,1761,26
Graduation,Single,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,IND,37697.0,Feb,2014,7,Fri,40-49,84,7
Graduation,Single,1,0,82,34,6,21,11,4,8,1,2,1,3,6,0,0,0,0,0,0,0,SP,37697.0,Feb,2014,7,Fri,40-49,84,7
Graduation,Married,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,SP,44689.0,Jan,2014,10,Fri,70-79,34,6
2n Cycle,Married,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,CA,23162.0,Dec,2013,21,Sat,50-59,65,8
Graduation,Divorced,0,0,82,194,61,480,225,112,30,1,3,4,8,2,0,0,0,0,0,0,0,US,63033.0,Nov,2013,15,Fri,60-69,1102,16
PhD,Single,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,CA,40304.0,Sep,2013,30,Mon,50-59,57,6
Graduation,Married,1,0,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,US,40059.0,Sep,2013,28,Sat,30-39,414,12
Graduation,Married,0,0,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,IND,80067.0,Sep,2013,19,Thur,60-69,1600,17
PhD,Single,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,SP,36038.0,May,2013,31,Fri,40-49,47,8
PhD,Single,1,0,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,AUS,52247.25135379061,May,2013,31,Fri,40-49,47,8
Graduation,Together,1,1,82,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,0,SP,40521.0,Apr,2013,5,Fri,50-59,21,4
PhD,Married,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,1,0,SP,66334.0,Apr,2013,3,Wed,60-69,1161,19
Graduation,Single,1,0,82,24,3,26,7,1,23,3,3,1,2,9,1,0,0,0,0,0,0,IND,11012.0,Mar,2013,16,Sat,30-39,84,9
Graduation,Divorced,1,0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,0,SP,31615.0,Mar,2013,16,Sat,40-49,51,7
Graduation,Married,1,1,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,AUS,52247.25135379061,Mar,2013,3,Sun,50-59,97,10
PhD,Married,0,0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,0,SP,69098.0,Feb,2013,16,Sat,70-79,2440,25
Graduation,Widow,0,0,82,344,45,654,104,11,114,2,3,4,10,3,0,0,0,0,0,0,0,SP,70792.0,Feb,2013,6,Wed,70-79,1272,19
Graduation,Married,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,0,1,SP,17688.0,Jan,2013,13,Sun,40-49,11,4
Basic,Married,1,0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,SA,25443.0,Dec,2012,22,Sat,30-39,32,5
PhD,Married,0,1,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,0,SP,57091.0,Nov,2012,23,Fri,80-89,496,18
2n Cycle,Single,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,SP,24336.0,Aug,2012,27,Mon,40-49,31,4
2n Cycle,Married,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,SA,51111.0,Jun,2014,19,Thur,40-49,55,7
Graduation,Single,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,SP,44503.0,Apr,2014,16,Wed,80-89,48,7
Master,Married,0,1,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,CA,56850.0,Mar,2014,23,Sun,50-59,63,6
PhD,Single,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,SP,66582.0,Mar,2014,3,Mon,50-59,1288,20
2n Cycle,Married,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,SP,23148.0,Feb,2014,18,Tue,30-39,37,6
Graduation,Married,0,0,83,307,26,360,138,31,40,1,6,9,5,3,0,0,0,1,0,0,0,GER,82224.0,Jan,2014,25,Sat,50-59,902,21
PhD,Married,1,1,83,46,4,36,2,2,1,1,2,0,4,5,0,0,0,0,0,0,0,SP,61917.0,Nov,2013,20,Wed,40-49,91,7
Graduation,Together,2,1,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,IND,43482.0,Nov,2013,13,Wed,50-59,88,9
Graduation,Divorced,1,1,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,SA,68274.0,Sep,2013,30,Mon,40-49,305,13
Graduation,Single,1,1,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,0,SP,42373.0,Aug,2013,15,Thur,40-49,163,13
Master,Together,0,1,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,AUS,52247.25135379061,Jun,2013,23,Sun,60-69,207,11
Graduation,Single,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,AUS,57537.0,Jun,2013,10,Mon,40-49,545,19
PhD,Widow,0,1,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,CA,80995.0,May,2013,11,Sat,60-69,1482,22
Graduation,Divorced,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA,30992.0,Apr,2013,22,Mon,40-49,43,5
Graduation,Divorced,1,0,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,0,CA,30992.0,Apr,2013,22,Mon,40-49,43,5
PhD,Together,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,SP,78642.0,Apr,2013,21,Sun,50-59,1816,18
Graduation,Married,0,0,83,199,66,315,97,174,41,1,4,3,5,2,0,0,0,0,0,0,0,SA,74268.0,Feb,2013,14,Thur,60-69,892,13
Graduation,Together,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,SP,75072.0,Jan,2013,23,Wed,80-89,1073,19
Graduation,Together,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,SP,56253.0,Dec,2012,7,Fri,50-59,597,22
Graduation,Together,0,1,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,0,SP,59925.0,Nov,2012,30,Fri,60-69,766,23
Graduation,Together,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,SP,62807.0,Aug,2012,31,Fri,60-69,819,23
Graduation,Together,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,CA,62807.0,Aug,2012,31,Fri,60-69,819,23
PhD,Married,1,0,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,0,GER,23626.0,May,2014,24,Sat,50-59,43,10
Master,Together,1,1,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,SA,46106.0,May,2014,11,Sun,40-49,54,5
Graduation,Married,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,SP,81168.0,May,2014,7,Wed,50-59,1193,18
Graduation,Married,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,SP,27244.0,Mar,2014,7,Fri,40-49,101,8
Graduation,Together,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,IND,26091.0,Feb,2014,25,Tue,60-69,89,9
Graduation,Together,1,1,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,SP,26091.0,Feb,2014,25,Tue,60-69,89,9
Master,Married,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,AUS,43142.0,Feb,2014,18,Tue,50-59,20,4
Graduation,Together,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,SP,38232.0,Jan,2014,17,Fri,50-59,122,11
Graduation,Married,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,GER,92533.0,Dec,2013,19,Thur,30-39,1131,23
Graduation,Widow,0,0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,0,SP,63285.0,Nov,2013,5,Tue,70-79,1103,25
Graduation,Together,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,US,38946.0,Oct,2013,24,Thur,60-69,257,12
Graduation,Together,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,CA,38946.0,Oct,2013,24,Thur,60-69,257,12
PhD,Married,0,1,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,SA,40233.0,Oct,2013,14,Mon,40-49,149,13
2n Cycle,Married,1,1,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,SP,46831.0,Jun,2013,8,Sat,50-59,78,7
Graduation,Together,0,0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,0,SP,67605.0,Mar,2013,31,Sun,30-39,938,17
Master,Single,0,1,84,553,25,142,65,67,8,3,6,3,13,4,0,0,0,0,0,0,0,CA,70379.0,Mar,2013,3,Sun,40-49,860,25
